"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4495 Cather Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,058""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4495 Cather Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85984,""longitude"":-117.19714},""url"":""https://www.zillow.com/homedetails/4495-Cather-Ave-San-Diego-CA-92122/16845845_zpid/""}","https://www.zillow.com/homedetails/4495-Cather-Ave-San-Diego-CA-92122/16845845_zpid/","4495 Cather Ave, San Diego, CA 92122","CENTURY 21 AWARD","$2.10M","- Sold","3","bds","4","ba","3,058","sqft","Sold 11/05/2021","https://www.zillow.com/homedetails/4495-Cather-Ave-San-Diego-CA-92122/16845845_zpid/","https://photos.zillowstatic.com/fp/dcf047e8493a67433fbfb6657840d685-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5394 Bloch St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,491""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5394 Bloch St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.84098,""longitude"":-117.23272},""url"":""https://www.zillow.com/homedetails/5394-Bloch-St-San-Diego-CA-92122/17191952_zpid/""}","https://www.zillow.com/homedetails/5394-Bloch-St-San-Diego-CA-92122/17191952_zpid/","5394 Bloch St, San Diego, CA 92122","FIRST TEAM REAL ESTATE","$1.83M","- Sold","3","bds","3","ba","2,491","sqft","Sold 10/04/2022","https://www.zillow.com/homedetails/5394-Bloch-St-San-Diego-CA-92122/17191952_zpid/","https://photos.zillowstatic.com/fp/fae98ee046ce6f8a67ff1ef2ab7db97b-p_e.jpg","Save this home"
"","","","","","","","","","","","","","","",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7088 Lipmann St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,714""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7088 Lipmann St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85932,""longitude"":-117.19658},""url"":""https://www.zillow.com/homedetails/7088-Lipmann-St-San-Diego-CA-92122/16845651_zpid/""}","https://www.zillow.com/homedetails/7088-Lipmann-St-San-Diego-CA-92122/16845651_zpid/","7088 Lipmann St, San Diego, CA 92122","CENTURY 21 AWARD","$1.73M","- Sold","3","bds","3","ba","1,714","sqft","Sold 06/02/2022","https://www.zillow.com/homedetails/7088-Lipmann-St-San-Diego-CA-92122/16845651_zpid/","https://photos.zillowstatic.com/fp/ee348acd7341e96218c4adceecbd914b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2726 Angell Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2726 Angell Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.851875,""longitude"":-117.22806},""url"":""https://www.zillow.com/homedetails/2726-Angell-Ave-San-Diego-CA-92122/16842184_zpid/""}","https://www.zillow.com/homedetails/2726-Angell-Ave-San-Diego-CA-92122/16842184_zpid/","2726 Angell Ave, San Diego, CA 92122","CENTURY 21 FULL REALTY SERVICES","$1.72M","- Sold","3","bds","2","ba","2,104","sqft","Sold 02/01/2021","https://www.zillow.com/homedetails/2726-Angell-Ave-San-Diego-CA-92122/16842184_zpid/","https://photos.zillowstatic.com/fp/5ac5300a90ef746ffb1429694a1d9ff1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4277 Caminito Terviso, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4277 Caminito Terviso"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85859,""longitude"":-117.22262},""url"":""https://www.zillow.com/homedetails/4277-Caminito-Terviso-San-Diego-CA-92122/16842444_zpid/""}","https://www.zillow.com/homedetails/4277-Caminito-Terviso-San-Diego-CA-92122/16842444_zpid/","4277 Caminito Terviso, San Diego, CA 92122","HOMESMART REALTY WEST","$1.70M","- Sold","3","bds","3","ba","1,800","sqft","Sold 02/28/2022","https://www.zillow.com/homedetails/4277-Caminito-Terviso-San-Diego-CA-92122/16842444_zpid/","https://photos.zillowstatic.com/fp/6b370d02def12caa20d40194db3d13d1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5474 Barkla St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,888""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5474 Barkla St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.842888,""longitude"":-117.23141},""url"":""https://www.zillow.com/homedetails/5474-Barkla-St-San-Diego-CA-92122/17192015_zpid/""}","https://www.zillow.com/homedetails/5474-Barkla-St-San-Diego-CA-92122/17192015_zpid/","5474 Barkla St, San Diego, CA 92122","KELLER WILLIAMS REALTY","$1.66M","- Sold","3","bds","2","ba","1,888","sqft","Sold 04/19/2022","https://www.zillow.com/homedetails/5474-Barkla-St-San-Diego-CA-92122/17192015_zpid/","https://photos.zillowstatic.com/fp/0fc6caba130cada1e75ebbf2a033ff05-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4328 Huggins St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,740""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4328 Huggins St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.861206,""longitude"":-117.1986},""url"":""https://www.zillow.com/homedetails/4328-Huggins-St-San-Diego-CA-92122/16845784_zpid/""}","https://www.zillow.com/homedetails/4328-Huggins-St-San-Diego-CA-92122/16845784_zpid/","4328 Huggins St, San Diego, CA 92122","KELLER WILLIAMS SD METRO","$1.65M","- Sold","3","bds","2","ba","1,740","sqft","Sold 05/13/2022","https://www.zillow.com/homedetails/4328-Huggins-St-San-Diego-CA-92122/16845784_zpid/","https://photos.zillowstatic.com/fp/ee2e5a4cf7baa10fdcbb0748947e5198-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2736 Arnoldson Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,986""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2736 Arnoldson Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85108,""longitude"":-117.227844},""url"":""https://www.zillow.com/homedetails/2736-Arnoldson-Ave-San-Diego-CA-92122/16842189_zpid/""}","https://www.zillow.com/homedetails/2736-Arnoldson-Ave-San-Diego-CA-92122/16842189_zpid/","2736 Arnoldson Ave, San Diego, CA 92122","AXIA REAL ESTATE GROUP, INC.","$1.63M","- Sold","3","bds","2","ba","1,986","sqft","Sold 04/05/2021","https://www.zillow.com/homedetails/2736-Arnoldson-Ave-San-Diego-CA-92122/16842189_zpid/","https://photos.zillowstatic.com/fp/787a38d1d9e361094b7b9e6b349f4eac-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3734 Notre Dame Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,654""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3734 Notre Dame Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.84994,""longitude"":-117.20771},""url"":""https://www.zillow.com/homedetails/3734-Notre-Dame-Ave-San-Diego-CA-92122/16845126_zpid/""}","https://www.zillow.com/homedetails/3734-Notre-Dame-Ave-San-Diego-CA-92122/16845126_zpid/","3734 Notre Dame Ave, San Diego, CA 92122","DEL MAR MESA REALTY","$1.61M","- Sold","3","bds","2","ba","1,654","sqft","Sold 05/04/2022","https://www.zillow.com/homedetails/3734-Notre-Dame-Ave-San-Diego-CA-92122/16845126_zpid/","https://photos.zillowstatic.com/fp/0c5024e15563ad86c4551ff251896657-p_e.jpg","Save this home"
