"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8540 Ferndale St, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8540 Ferndale St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.903114,""longitude"":-117.139244},""url"":""https://www.zillow.com/homedetails/8540-Ferndale-St-San-Diego-CA-92126/16786359_zpid/""}","https://www.zillow.com/homedetails/8540-Ferndale-St-San-Diego-CA-92126/16786359_zpid/","8540 Ferndale St, San Diego, CA 92126","COLDWELL BANKER WEST","$725,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 05/26/2021","https://www.zillow.com/homedetails/8540-Ferndale-St-San-Diego-CA-92126/16786359_zpid/","https://photos.zillowstatic.com/fp/4fad9b8d59b4d81c692efc1acd82e6ba-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10504 Ponder Way, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,566""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10504 Ponder Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.90865,""longitude"":-117.15354},""url"":""https://www.zillow.com/homedetails/10504-Ponder-Way-San-Diego-CA-92126/16789535_zpid/""}","https://www.zillow.com/homedetails/10504-Ponder-Way-San-Diego-CA-92126/16789535_zpid/","10504 Ponder Way, San Diego, CA 92126","NOEL AGARMA, BROKER","$725,000","- Sold","2","bds","2","ba","1,566","sqft","Sold 06/10/2021","https://www.zillow.com/homedetails/10504-Ponder-Way-San-Diego-CA-92126/16789535_zpid/","https://photos.zillowstatic.com/fp/edff19d014e99deb3f4fc286a8933d9a-p_e.jpg","Save this home"
"","","","","","","","","","","","","","","",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11464 Polaris Dr, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11464 Polaris Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93195,""longitude"":-117.12843},""url"":""https://www.zillow.com/homedetails/11464-Polaris-Dr-San-Diego-CA-92126/16819400_zpid/""}","https://www.zillow.com/homedetails/11464-Polaris-Dr-San-Diego-CA-92126/16819400_zpid/","11464 Polaris Dr, San Diego, CA 92126","HOMESMART REALTY WEST","$725,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 07/09/2021","https://www.zillow.com/homedetails/11464-Polaris-Dr-San-Diego-CA-92126/16819400_zpid/","https://photos.zillowstatic.com/fp/2726e56d115f8bfaa27df2df6c362a3d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7260 Calle Cristobal Unit 42, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,114""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7260 Calle Cristobal UNIT 42"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92276,""longitude"":-117.16828},""url"":""https://www.zillow.com/homedetails/7260-Calle-Cristobal-UNIT-42-San-Diego-CA-92126/16785126_zpid/""}","https://www.zillow.com/homedetails/7260-Calle-Cristobal-UNIT-42-San-Diego-CA-92126/16785126_zpid/","7260 Calle Cristobal UNIT 42, San Diego, CA 92126","CORCORAN GLOBAL LIVING","$724,000","- Sold","2","bds","2","ba","1,114","sqft","Sold 04/15/2022","https://www.zillow.com/homedetails/7260-Calle-Cristobal-UNIT-42-San-Diego-CA-92126/16785126_zpid/","https://photos.zillowstatic.com/fp/38384d068deda716204c459051abe67e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9545 Questa Pointe, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,171""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9545 Questa Pointe"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.931145,""longitude"":-117.121315},""url"":""https://www.zillow.com/homedetails/9545-Questa-Pointe-San-Diego-CA-92126/45649059_zpid/""}","https://www.zillow.com/homedetails/9545-Questa-Pointe-San-Diego-CA-92126/45649059_zpid/","9545 Questa Pointe, San Diego, CA 92126","OPENDOOR BROKERAGE INC.","$723,000","- Sold","2","bds","3","ba","1,171","sqft","Sold 12/09/2022","https://www.zillow.com/homedetails/9545-Questa-Pointe-San-Diego-CA-92126/45649059_zpid/","https://photos.zillowstatic.com/fp/e659ff56282cd44b1e3038f6c61ce459-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11135 Taloncrest Way Unit 25, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,264""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11135 Taloncrest Way UNIT 25"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.919113,""longitude"":-117.176254},""url"":""https://www.zillow.com/homedetails/11135-Taloncrest-Way-UNIT-25-San-Diego-CA-92126/120795991_zpid/""}","https://www.zillow.com/homedetails/11135-Taloncrest-Way-UNIT-25-San-Diego-CA-92126/120795991_zpid/","11135 Taloncrest Way UNIT 25, San Diego, CA 92126","HILL REALTY GROUP","$720,000","- Sold","2","bds","2","ba","1,264","sqft","Sold 08/13/2021","https://www.zillow.com/homedetails/11135-Taloncrest-Way-UNIT-25-San-Diego-CA-92126/120795991_zpid/","https://photos.zillowstatic.com/fp/5036bcbfca6029a90c332491dce333a5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10627 Caminito Chueco, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,090""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10627 Caminito Chueco"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.91169,""longitude"":-117.129814},""url"":""https://www.zillow.com/homedetails/10627-Caminito-Chueco-San-Diego-CA-92126/16818630_zpid/""}","https://www.zillow.com/homedetails/10627-Caminito-Chueco-San-Diego-CA-92126/16818630_zpid/","10627 Caminito Chueco, San Diego, CA 92126","REDFIN CORPORATION","$715,000","- Sold","2","bds","2","ba","1,090","sqft","Sold 04/11/2022","https://www.zillow.com/homedetails/10627-Caminito-Chueco-San-Diego-CA-92126/16818630_zpid/","https://photos.zillowstatic.com/fp/49e1beb9373dfe3d6c604ef319482ce5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10971 Via Abaca, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""882""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10971 Via Abaca"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.920174,""longitude"":-117.13639},""url"":""https://www.zillow.com/homedetails/10971-Via-Abaca-San-Diego-CA-92126/16787394_zpid/""}","https://www.zillow.com/homedetails/10971-Via-Abaca-San-Diego-CA-92126/16787394_zpid/","10971 Via Abaca, San Diego, CA 92126","24/7 REALTY INC","$710,000","- Sold","2","bds","2","ba","882","sqft","Sold 09/29/2022","https://www.zillow.com/homedetails/10971-Via-Abaca-San-Diego-CA-92126/16787394_zpid/","https://photos.zillowstatic.com/fp/7f94a1f07dfa21d1de65644723067e9c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11387 Dalby Pl, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11387 Dalby Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.928135,""longitude"":-117.13057},""url"":""https://www.zillow.com/homedetails/11387-Dalby-Pl-San-Diego-CA-92126/16819007_zpid/""}","https://www.zillow.com/homedetails/11387-Dalby-Pl-San-Diego-CA-92126/16819007_zpid/","11387 Dalby Pl, San Diego, CA 92126","CORCORAN GLOBAL LIVING","$710,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 05/14/2021","https://www.zillow.com/homedetails/11387-Dalby-Pl-San-Diego-CA-92126/16819007_zpid/","https://photos.zillowstatic.com/fp/5a1cc9cef67e38f952f9cfb5581870b3-p_e.jpg","Save this home"
